invoice_id,branch,city,state,customer_type,gender,product_name,product_line,unit_price,quantity,vat,total,date,time,payment,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name,product_category
305-89-2768,Andheri,Mumbai,Telangana,Basic,Female,Bedsheet,"Home and lifestyle",21.90,7,8.0000,241.7500,"2026-09-20 18:30:14",18:43:00,Ewallet,94.61,4.761904716,11.5200,4.7,Evening,Sunday,September,Bad
307-04-2070,Baner,Pune,Delhi,Prime,Female,"Baseball Cap","Fashion accessories",30.62,1,3.2600,90.2600,"2026-09-12 04:11:06",14:14:00,Cash,61.73,4.761904716,4.3200,4.1,Afternoon,Saturday,September,Bad
307-83-9164,Andheri,Mumbai,Maharashtra,Prime,Male,Bedsheet,"Home and lifestyle",60.01,7,28.4300,597.1600,"2026-10-12 08:58:40",15:54:00,Cash,437.47,4.761904716,28.4300,4.5,Afternoon,Monday,October,Bad
307-85-2293,Indiranagar,Bangalore,Maharashtra,Elite,Male,"Wall Clock","Home and lifestyle",50.28,7,26.0600,547.3600,"2026-07-14 12:55:02",13:58:00,Ewallet,362.02,4.761904716,26.0600,9.7,Afternoon,Tuesday,July,Bad
308-39-1707,Indiranagar,Bangalore,Telangana,Basic,Female,"Baseball Cap","Fashion accessories",12.09,1,0.8800,34.8000,"2026-02-04 20:37:37",18:19:00,UPI,12.09,4.761904716,1.6700,8.2,Evening,Wednesday,February,Bad
308-47-4913,Kharadi,Pune,Telangana,Prime,Female,Football,"Sports and travel",52.26,10,21.1700,444.4700,"2026-01-05 11:39:28",12:45:00,Cash,522.60,4.761904716,21.1700,6.2,Afternoon,Monday,January,Good
308-81-0538,Gachibowli,Hyderabad,Maharashtra,Basic,Female,"Baseball Cap","Fashion accessories",73.05,5,26.6800,1067.1700,"2026-05-23 11:51:33",17:16:00,"Credit card",410.51,4.761904716,50.7800,4.9,Evening,Saturday,May,Bad
311-13-6971,Whitefield,Bangalore,Delhi,Prime,Male,"Travel Backpack","Sports and travel",31.99,13,26.6600,559.9300,"2026-04-20 00:24:07",15:18:00,"Credit card",370.34,4.761904716,26.6600,9.9,Afternoon,Monday,April,Good
313-66-9943,Hinjawadi,Pune,Maharashtra,Basic,Female,"Tropicana Juice","Food and beverages",29.15,4,4.9200,148.7900,"2026-03-09 20:54:19",20:29:00,Cash,121.49,4.761904716,7.0800,7.3,Evening,Monday,March,Bad
314-23-4520,Hinjawadi,Pune,Karnataka,Elite,Male,"Face Wash","Health and beauty",81.23,12,41.9700,1269.1700,"2026-10-20 09:35:06",20:44:00,Cash,1036.29,4.761904716,60.4300,9.0,Evening,Tuesday,October,Good
315-22-5665,Gachibowli,Hyderabad,Maharashtra,Prime,Female,"Table Lamp","Home and lifestyle",73.56,14,52.9700,900.9000,"2026-08-04 17:57:59",11:38:00,Ewallet,1059.26,4.761904716,42.9100,8.0,Morning,Tuesday,August,Good
316-01-3952,"Connaught Place",Delhi,Maharashtra,Basic,Female,"Tropicana Juice","Food and beverages",54.27,4,16.4600,345.6200,"2026-12-22 15:05:58",14:16:00,Ewallet,253.21,4.761904716,16.4600,4.6,Afternoon,Tuesday,December,Bad
316-55-4634,Whitefield,Bangalore,Telangana,Basic,Male,"Oreo Biscuits","Food and beverages",80.05,8,52.0400,1092.9100,"2026-03-22 05:11:36",12:45:00,"Credit card",556.02,4.761904716,52.0400,9.4,Afternoon,Sunday,March,Good
316-66-3011,"Hitech City",Hyderabad,Telangana,Elite,Female,"Tropicana Juice","Food and beverages",47.63,12,30.1200,632.3600,"2026-06-03 10:46:38",12:35:00,Cash,602.25,4.761904716,30.1200,5.0,Afternoon,Wednesday,June,Good
316-68-6352,Baner,Pune,Delhi,Elite,Female,"Lay's Chips","Food and beverages",36.36,3,3.5800,60.7600,"2026-12-27 14:01:45",10:00:00,Cash,67.86,4.761904716,2.9000,7.1,Morning,Sunday,December,Bad
318-12-0304,Kharadi,Pune,Telangana,Elite,Male,"Leather Wallet","Fashion accessories",30.61,1,2.2600,47.4500,"2026-12-18 01:33:42",12:20:00,Cash,55.78,4.761904716,2.2600,5.2,Afternoon,Friday,December,Bad
318-68-5053,Indiranagar,Bangalore,Delhi,Elite,Female,"Body Lotion","Health and beauty",76.99,9,46.7200,1868.7400,"2026-06-08 23:24:41",17:55:00,Cash,648.98,4.761904716,89.0000,6.1,Evening,Monday,June,Good
318-81-2368,Kharadi,Pune,Telangana,Prime,Female,"USB Flash Drive","Electronic accessories",46.20,1,2.6900,56.5800,"2026-07-29 22:45:49",12:16:00,Cash,66.53,4.761904716,2.6900,7.1,Afternoon,Wednesday,July,Bad
319-50-3348,Saket,Delhi,Karnataka,Basic,Female,"Storage Basket","Home and lifestyle",40.30,2,5.2400,110.0200,"2026-01-07 05:48:22",15:30:00,Ewallet,80.60,4.761904716,5.2400,4.4,Afternoon,Wednesday,January,Bad
319-74-2561,Koramangala,Bangalore,Telangana,Elite,Female,"Wireless Mouse","Electronic accessories",94.64,2,15.3400,463.6300,"2026-02-27 01:26:43",16:55:00,UPI,212.94,4.761904716,22.0900,8.3,Evening,Friday,February,Bad
320-32-8842,"Banjara Hills",Hyderabad,Maharashtra,Basic,Female,"Lay's Chips","Food and beverages",22.62,1,1.0500,31.9100,"2026-10-30 23:12:24",18:58:00,Cash,21.11,4.761904716,1.5200,6.4,Evening,Friday,October,Bad
320-49-6392,Gachibowli,Hyderabad,Maharashtra,Elite,Female,"Power Bank","Electronic accessories",30.24,1,2.1200,44.6100,"2026-05-07 19:55:09",15:44:00,Cash,42.48,4.761904716,2.1200,7.5,Afternoon,Thursday,May,Bad
320-85-2052,"Hitech City",Hyderabad,Telangana,Prime,Female,Football,"Sports and travel",34.81,1,1.7405,29.6100,"2026-02-10 01:36:21",10:11:00,"Credit card",34.81,4.761904716,1.4100,7.0,Morning,Tuesday,February,Bad
321-49-7382,"Banjara Hills",Hyderabad,Karnataka,Prime,Male,"Gym Bag","Sports and travel",88.31,1,4.4155,133.5200,"2026-01-01 19:14:25",17:38:00,"Credit card",88.31,4.761904716,6.3600,5.2,Evening,Thursday,January,Bad
322-02-2271,Saket,Delhi,Maharashtra,Elite,Female,Football,"Sports and travel",42.97,4,10.8900,185.2900,"2026-01-03 15:06:56",11:46:00,Cash,128.91,4.761904716,8.8300,9.3,Morning,Saturday,January,Bad
324-41-6833,"Hitech City",Hyderabad,Karnataka,Prime,Female,"USB Flash Drive","Electronic accessories",30.20,6,9.0600,273.9700,"2026-02-16 18:02:04",19:30:00,Ewallet,181.20,4.761904716,13.0400,8.3,Evening,Monday,February,Bad
324-92-3863,Baner,Pune,Delhi,Basic,Male,"Bluetooth Speaker","Electronic accessories",20.89,3,3.0900,130.1200,"2026-05-17 14:36:52",18:45:00,Cash,58.69,4.761904716,6.2300,8.3,Evening,Sunday,May,Bad
325-77-6186,Indiranagar,Bangalore,Maharashtra,Prime,Female,"Storage Basket","Home and lifestyle",90.65,25,154.6500,2630.3700,"2026-12-05 19:21:50",10:53:00,UPI,1652.10,4.761904716,125.2600,7.3,Morning,Saturday,December,Good
325-89-4209,Rohini,Delhi,Maharashtra,Prime,Male,"Tropicana Juice","Food and beverages",87.90,1,6.6000,200.0000,"2026-04-03 20:23:02",19:42:00,Ewallet,101.77,4.761904716,9.5200,6.7,Evening,Friday,April,Bad
325-90-8763,Saket,Delhi,Maharashtra,Basic,Female,"Power Bank","Electronic accessories",46.57,13,42.5400,893.0900,"2026-06-26 21:01:20",13:58:00,UPI,654.27,4.761904716,42.5400,8.3,Afternoon,Friday,June,Good
326-71-2155,Gachibowli,Hyderabad,Maharashtra,Basic,Female,"Yoga Mat","Sports and travel",73.95,7,26.9600,458.5100,"2026-12-04 23:58:11",10:02:00,Cash,539.10,4.761904716,21.8300,6.1,Morning,Friday,December,Bad
326-78-5178,Koramangala,Bangalore,Karnataka,Prime,Male,"Nescafe Coffee","Food and beverages",91.40,10,83.2000,1415.0600,"2026-03-21 02:13:28",10:19:00,UPI,888.78,4.761904716,67.3900,9.5,Morning,Saturday,March,Good
327-40-9673,Indiranagar,Bangalore,Delhi,Elite,Male,"Gym Bag","Sports and travel",72.60,11,57.1600,1728.4900,"2026-10-23 18:32:21",19:51:00,UPI,793.88,4.761904716,82.3100,6.9,Evening,Friday,October,Good
329-62-1586,"Connaught Place",Delhi,Karnataka,Elite,Male,"Nescafe Coffee","Food and beverages",54.67,4,19.4500,588.8400,"2026-06-07 20:13:28",18:00:00,UPI,230.42,4.761904716,28.0300,8.6,Evening,Sunday,June,Bad
333-23-2632,Andheri,Mumbai,Maharashtra,Elite,Male,Sunscreen,"Health and beauty",10.08,12,8.3600,252.7700,"2026-12-01 01:24:52",20:14:00,"Credit Card",128.60,4.761904716,12.0200,4.2,Evening,Tuesday,December,Bad
333-73-7901,Koramangala,Bangalore,Telangana,Prime,Female,"Body Lotion","Health and beauty",54.92,16,59.2100,1644.6500,"2026-07-18 12:51:26",13:24:00,Ewallet,632.68,4.761904716,78.2900,7.6,Afternoon,Saturday,July,Good
334-64-2006,Andheri,Mumbai,Karnataka,Prime,Female,"Storage Basket","Home and lifestyle",70.32,2,9.1400,191.9700,"2026-01-19 15:33:22",14:22:00,"Credit Card",140.64,4.761904716,9.1400,9.6,Afternoon,Monday,January,Bad
336-78-2147,Rohini,Delhi,Telangana,Prime,Male,Bedsheet,"Home and lifestyle",63.91,10,43.2000,1306.4500,"2026-02-01 11:51:05",19:52:00,UPI,511.28,4.761904716,62.2200,4.6,Evening,Sunday,February,Good
338-65-2210,Kharadi,Pune,Karnataka,Prime,Female,Sunscreen,"Health and beauty",68.60,20,50.2600,2009.7500,"2026-03-17 13:10:22",19:57:00,Cash,1240.84,4.761904716,95.7600,9.1,Evening,Tuesday,March,Good
339-12-4827,Kharadi,Pune,Telangana,Elite,Female,"Wrist Watch","Fashion accessories",73.96,1,3.0000,67.3900,"2026-02-16 23:37:22",11:32:00,"Credit card",73.96,4.761904716,3.2200,5.0,Morning,Monday,February,Bad
339-18-7061,Kharadi,Pune,Maharashtra,Prime,Female,"Leather Wallet","Fashion accessories",92.98,3,14.1100,391.5500,"2026-07-18 18:16:45",15:06:00,Cash,267.78,4.761904716,18.6400,8.0,Afternoon,Saturday,July,Bad
339-38-9982,Whitefield,Bangalore,Maharashtra,Prime,Male,"Wrist Watch","Fashion accessories",59.86,3,13.0000,272.4300,"2026-03-07 14:41:57",14:55:00,Ewallet,138.60,4.761904716,13.0000,6.7,Afternoon,Saturday,March,Bad
339-96-8318,"Banjara Hills",Hyderabad,Delhi,Elite,Male,Handbag,"Fashion accessories",81.31,13,53.2700,1611.0100,"2026-07-11 18:46:23",19:49:00,Ewallet,819.60,4.761904716,76.7300,6.3,Evening,Saturday,July,Good
340-21-9136,Gachibowli,Hyderabad,Maharashtra,Basic,Female,"Yoga Mat","Sports and travel",40.05,4,11.2600,191.4300,"2026-05-04 08:23:41",11:40:00,Cash,225.06,4.761904716,9.1100,9.7,Morning,Monday,May,Bad
340-66-0321,Andheri,Mumbai,Maharashtra,Basic,Male,"Wireless Mouse","Electronic accessories",36.36,6,13.6200,398.0600,"2026-09-24 14:32:47",13:07:00,Cash,209.44,4.761904716,18.9600,8.2,Afternoon,Thursday,September,Bad
342-65-4817,Powai,Mumbai,Maharashtra,Elite,Male,"Body Lotion","Health and beauty",86.80,5,30.8500,932.8300,"2026-11-02 08:49:40",16:47:00,"Credit Card",474.58,4.761904716,44.4500,9.9,Evening,Monday,November,Bad
343-61-3544,Rohini,Delhi,Telangana,Prime,Male,"Yoga Mat","Sports and travel",26.67,13,20.0600,341.3600,"2026-04-30 12:48:38",11:48:00,UPI,308.74,4.761904716,16.2500,8.6,Morning,Thursday,April,Bad
343-75-9322,Rohini,Delhi,Telangana,Basic,Female,Football,"Sports and travel",11.85,23,18.0200,544.7400,"2026-09-08 19:57:14",16:34:00,Cash,277.11,4.761904716,25.9400,4.1,Evening,Tuesday,September,Bad
343-87-0864,Kharadi,Pune,Karnataka,Prime,Male,"Body Lotion","Health and beauty",75.88,1,3.0700,52.2800,"2026-02-05 23:49:41",10:30:00,Cash,75.88,4.761904716,2.4800,7.1,Morning,Thursday,February,Bad
345-08-4992,"Hitech City",Hyderabad,Delhi,Elite,Male,"Table Lamp","Home and lifestyle",33.99,8,14.6900,308.3500,"2026-09-03 09:09:02",15:37:00,"Credit card",293.68,4.761904716,14.6900,7.7,Afternoon,Thursday,September,Bad
345-68-9016,Koramangala,Bangalore,Maharashtra,Elite,Female,"Yoga Mat","Sports and travel",31.67,20,43.2100,1306.9700,"2026-11-22 07:24:34",16:19:00,"Credit card",461.75,4.761904716,62.2300,5.6,Evening,Sunday,November,Bad
346-12-3257,Koramangala,Bangalore,Delhi,Prime,Male,"Power Bank","Electronic accessories",19.24,44,61.8300,2602.5800,"2026-11-15 10:25:36",16:28:00,UPI,660.38,4.761904716,123.9900,7.4,Evening,Sunday,November,Bad
346-84-3103,Andheri,Mumbai,Maharashtra,Basic,Female,"Mechanical Keyboard","Electronic accessories",13.22,7,6.1900,187.1000,"2026-07-22 11:25:28",19:26:00,Cash,95.18,4.761904716,8.9000,7.8,Evening,Wednesday,July,Bad
347-34-2234,Powai,Mumbai,Telangana,Elite,Female,"Cricket Bat","Sports and travel",55.07,28,94.1700,1977.6600,"2026-09-18 03:13:31",13:40:00,Ewallet,1448.83,4.761904716,94.1700,9.9,Afternoon,Friday,September,Good
347-56-2442,Powai,Mumbai,Maharashtra,Prime,Male,"Wall Clock","Home and lifestyle",65.82,1,6.1600,129.3800,"2026-07-15 06:27:44",15:33:00,Cash,94.78,4.761904716,6.1600,4.1,Afternoon,Wednesday,July,Bad
347-72-6115,Bandra,Mumbai,Telangana,Elite,Female,"Cricket Bat","Sports and travel",90.74,20,120.6800,3649.6200,"2026-09-29 21:45:29",18:03:00,"Credit Card",1856.75,4.761904716,173.7700,6.2,Evening,Tuesday,September,Good
349-97-8902,"Banjara Hills",Hyderabad,Telangana,Elite,Male,"Oreo Biscuits","Food and beverages",57.89,2,6.7000,113.9900,"2026-04-22 19:14:31",10:37:00,Ewallet,134.03,4.761904716,5.4300,8.9,Morning,Wednesday,April,Bad
351-62-0822,Koramangala,Bangalore,Maharashtra,Basic,Female,"Leather Wallet","Fashion accessories",14.48,4,4.1800,166.7800,"2026-02-04 01:46:40",18:07:00,UPI,57.92,4.761904716,7.9600,4.5,Evening,Wednesday,February,Bad
354-25-5821,Saket,Delhi,Maharashtra,Elite,Female,"Cricket Bat","Sports and travel",69.12,8,35.0500,735.9200,"2026-01-31 04:36:05",13:03:00,Cash,414.72,4.761904716,35.0500,5.6,Afternoon,Saturday,January,Good
354-39-5160,Whitefield,Bangalore,Maharashtra,Prime,Female,"Storage Basket","Home and lifestyle",34.42,8,21.4100,449.6500,"2026-09-17 23:25:38",15:39:00,Cash,297.38,4.761904716,21.4100,9.8,Afternoon,Thursday,September,Bad
355-34-6244,"Banjara Hills",Hyderabad,Maharashtra,Elite,Male,"Oreo Biscuits","Food and beverages",72.39,2,6.7600,204.2800,"2026-10-01 19:42:20",19:55:00,"Credit card",135.10,4.761904716,9.7300,8.1,Evening,Thursday,October,Bad
355-53-5943,Bandra,Mumbai,Telangana,Prime,Female,"Wireless Mouse","Electronic accessories",68.84,23,102.3900,2150.0800,"2026-11-09 19:33:53",14:36:00,"Credit Card",1575.16,4.761904716,102.3900,8.5,Afternoon,Monday,November,Good
356-44-8813,"Banjara Hills",Hyderabad,Karnataka,Prime,Male,"Table Lamp","Home and lifestyle",37.48,7,10.5300,221.0000,"2026-07-05 02:22:40",13:45:00,"Credit card",161.92,4.761904716,10.5300,7.7,Afternoon,Sunday,July,Bad
358-88-9262,Hinjawadi,Pune,Karnataka,Elite,Female,"Oreo Biscuits","Food and beverages",87.48,8,25.7900,779.7900,"2026-12-20 13:05:48",18:43:00,Ewallet,489.78,4.761904716,37.1400,5.1,Evening,Sunday,December,Good
359-90-3665,Powai,Mumbai,Telangana,Elite,Female,Handbag,"Fashion accessories",18.08,15,18.7500,749.5200,"2026-10-28 11:26:27",18:03:00,"Credit card",288.32,4.761904716,35.7200,9.5,Evening,Wednesday,October,Bad
359-94-5395,Andheri,Mumbai,Maharashtra,Prime,Male,Sunscreen,"Health and beauty",92.78,1,10.9800,186.9700,"2026-12-01 03:30:22",10:50:00,"Credit card",169.09,4.761904716,8.8900,9.8,Morning,Tuesday,December,Bad
360-39-5055,Andheri,Mumbai,Delhi,Elite,Male,"Gym Bag","Sports and travel",48.91,12,37.6700,640.6400,"2026-12-26 11:38:54",10:17:00,Cash,445.69,4.761904716,30.5100,6.6,Morning,Saturday,December,Bad
361-59-0574,Andheri,Mumbai,Telangana,Prime,Male,"Travel Backpack","Sports and travel",90.53,11,66.1400,1388.9100,"2026-06-22 21:45:52",14:48:00,"Credit card",1017.51,4.761904716,66.1400,6.5,Afternoon,Monday,June,Good
361-85-2571,Hinjawadi,Pune,Maharashtra,Prime,Female,"Cricket Bat","Sports and travel",89.48,5,18.1200,308.2100,"2026-02-12 20:41:25",10:18:00,Cash,447.40,4.761904716,14.6800,7.4,Morning,Thursday,February,Good
362-58-8315,Bandra,Mumbai,Maharashtra,Prime,Male,"Baseball Cap","Fashion accessories",76.52,9,45.3300,770.9800,"2026-12-17 05:14:04",10:23:00,"Credit Card",697.29,4.761904716,36.7300,9.9,Morning,Thursday,December,Good
364-33-8584,Andheri,Mumbai,Maharashtra,Elite,Female,"Nescafe Coffee","Food and beverages",17.63,6,7.9600,167.1400,"2026-03-17 09:14:39",15:27:00,"Credit Card",122.45,4.761904716,7.9600,8.5,Afternoon,Tuesday,March,Bad
364-34-2972,Baner,Pune,Karnataka,Prime,Male,"Mechanical Keyboard","Electronic accessories",96.82,3,13.6200,573.4100,"2026-04-21 08:31:58",20:37:00,Cash,336.24,4.761904716,27.3300,8.3,Evening,Tuesday,April,Bad
365-16-4334,Gachibowli,Hyderabad,Maharashtra,Basic,Female,"Oreo Biscuits","Food and beverages",26.43,8,12.8300,269.3200,"2026-11-14 06:55:26",14:26:00,Ewallet,197.30,4.761904716,12.8300,8.9,Afternoon,Saturday,November,Bad
365-64-0515,Bandra,Mumbai,Delhi,Prime,Female,"Power Bank","Electronic accessories",46.95,19,58.2100,989.8500,"2026-10-30 06:45:31",10:25:00,Ewallet,895.23,4.761904716,47.1500,7.8,Morning,Friday,October,Bad
366-43-6862,Saket,Delhi,Telangana,Elite,Male,"Power Bank","Electronic accessories",52.89,14,52.4500,2208.1600,"2026-12-02 18:06:13",16:32:00,UPI,806.81,4.761904716,105.2100,7.3,Evening,Wednesday,December,Bad
366-93-0948,Whitefield,Bangalore,Karnataka,Prime,Male,"USB Flash Drive","Electronic accessories",66.35,1,3.5900,84.8700,"2026-01-05 19:08:21",10:46:00,"Credit card",49.76,4.761904716,4.0400,6.8,Morning,Monday,January,Bad
369-82-2676,Saket,Delhi,Maharashtra,Prime,Male,"USB Flash Drive","Electronic accessories",75.66,19,93.8000,3948.4300,"2026-12-14 08:42:52",18:22:00,Ewallet,1442.69,4.761904716,188.0900,7.4,Evening,Monday,December,Good
370-41-7321,Hinjawadi,Pune,Telangana,Elite,Male,"Body Lotion","Health and beauty",56.69,16,37.6600,1138.8100,"2026-12-18 17:19:20",17:24:00,Cash,929.85,4.761904716,54.2400,8.4,Evening,Friday,December,Good
370-96-0655,Whitefield,Bangalore,Delhi,Elite,Female,Handbag,"Fashion accessories",49.32,11,42.9600,1192.9200,"2026-09-21 10:41:36",13:46:00,UPI,596.57,4.761904716,56.8100,7.1,Afternoon,Monday,September,Bad
371-85-5789,"Hitech City",Hyderabad,Maharashtra,Basic,Male,"Body Lotion","Health and beauty",87.98,3,13.1970,224.4800,"2026-01-23 23:16:32",10:40:00,Ewallet,263.94,4.761904716,10.6900,5.1,Morning,Friday,January,Bad
372-26-1506,Baner,Pune,Maharashtra,Prime,Female,Sunglasses,"Fashion accessories",23.82,7,6.9600,277.7800,"2026-08-31 09:59:42",19:24:00,Ewallet,171.50,4.761904716,13.2500,5.4,Evening,Monday,August,Bad
372-62-5264,Whitefield,Bangalore,Delhi,Elite,Female,"Nescafe Coffee","Food and beverages",52.60,14,53.1700,1116.6200,"2026-02-01 04:25:37",14:42:00,UPI,568.08,4.761904716,53.1700,7.6,Afternoon,Sunday,February,Good
372-94-8041,Powai,Mumbai,Delhi,Elite,Male,"Face Wash","Health and beauty",15.26,10,11.1400,336.9100,"2026-08-30 18:09:38",18:03:00,Ewallet,131.84,4.761904716,16.0400,9.8,Evening,Sunday,August,Bad
373-09-4567,Gachibowli,Hyderabad,Karnataka,Elite,Male,Coca-Cola,"Food and beverages",77.56,10,36.1800,1094.2700,"2026-10-19 17:12:27",20:35:00,Ewallet,723.73,4.761904716,52.1000,6.9,Evening,Monday,October,Good
373-14-0504,Kharadi,Pune,Karnataka,Prime,Female,"Travel Backpack","Sports and travel",71.63,2,6.7200,141.0500,"2026-03-12 19:29:59",14:33:00,Cash,165.84,4.761904716,6.7200,8.8,Afternoon,Thursday,March,Bad
373-73-7910,"Hitech City",Hyderabad,Maharashtra,Basic,Male,"Yoga Mat","Sports and travel",86.31,10,42.4400,721.9100,"2026-06-26 23:37:44",10:37:00,Ewallet,848.81,4.761904716,34.3700,5.3,Morning,Friday,June,Good
373-88-1424,Saket,Delhi,Telangana,Basic,Male,Bedsheet,"Home and lifestyle",35.81,21,48.5000,1466.5000,"2026-06-21 09:27:04",18:44:00,UPI,573.93,4.761904716,69.8400,7.9,Evening,Sunday,June,Bad
374-17-3652,Bandra,Mumbai,Maharashtra,Basic,Female,Coca-Cola,"Food and beverages",42.82,13,36.0600,757.5100,"2026-07-24 14:54:53",15:26:00,"Credit Card",554.95,4.761904716,36.0600,8.9,Afternoon,Friday,July,Good
374-38-5555,Saket,Delhi,Telangana,Prime,Female,"Leather Wallet","Fashion accessories",63.71,8,29.0900,1163.3600,"2026-06-05 06:19:08",19:30:00,UPI,447.54,4.761904716,55.4000,8.5,Evening,Friday,June,Good
375-72-3056,Kharadi,Pune,Karnataka,Prime,Male,Football,"Sports and travel",63.06,3,7.6600,160.9000,"2026-01-15 09:49:35",15:58:00,Cash,189.18,4.761904716,7.6600,7.0,Afternoon,Thursday,January,Bad
376-02-8238,"Hitech City",Hyderabad,Maharashtra,Prime,Male,"Storage Basket","Home and lifestyle",93.87,20,88.9600,2690.1900,"2026-12-05 09:49:56",18:42:00,"Credit card",1368.63,4.761904716,128.1000,8.3,Evening,Saturday,December,Good
376-56-3573,Powai,Mumbai,Delhi,Prime,Female,"Leather Wallet","Fashion accessories",95.42,4,28.7200,797.6300,"2026-04-07 02:22:45",13:23:00,Ewallet,441.84,4.761904716,37.9800,6.4,Afternoon,Tuesday,April,Good
377-79-7592,Saket,Delhi,Delhi,Basic,Female,"USB Flash Drive","Electronic accessories",44.84,17,49.0900,1031.2300,"2026-09-13 04:42:51",14:00:00,UPI,581.12,4.761904716,49.1000,8.4,Afternoon,Sunday,September,Good
378-07-7001,"Connaught Place",Delhi,Telangana,Basic,Male,"Bluetooth Speaker","Electronic accessories",48.09,11,35.7600,1505.8300,"2026-11-20 20:09:23",18:23:00,"Credit card",550.19,4.761904716,71.7300,7.2,Evening,Friday,November,Bad
378-24-2715,Baner,Pune,Maharashtra,Basic,Male,Bedsheet,"Home and lifestyle",53.44,2,6.2300,188.5000,"2026-07-17 04:32:52",20:38:00,Ewallet,153.91,4.761904716,8.9600,4.1,Evening,Friday,July,Bad
379-17-6588,Rohini,Delhi,Delhi,Basic,Male,"Leather Wallet","Fashion accessories",59.61,13,44.8500,762.9600,"2026-04-28 01:00:08",11:07:00,Cash,690.07,4.761904716,36.3400,5.3,Morning,Tuesday,April,Good
380-60-5336,Rohini,Delhi,Maharashtra,Elite,Female,"Power Bank","Electronic accessories",40.26,8,22.7200,687.0600,"2026-03-30 02:06:39",18:06:00,UPI,349.55,4.761904716,32.7200,8.2,Evening,Monday,March,Good
380-94-4661,Gachibowli,Hyderabad,Telangana,Elite,Male,"USB Flash Drive","Electronic accessories",65.94,6,19.0000,555.3000,"2026-09-17 07:05:09",13:05:00,"Credit card",379.81,4.761904716,26.4600,7.1,Afternoon,Thursday,September,Bad
381-20-0914,Saket,Delhi,Delhi,Prime,Female,"Wrist Watch","Fashion accessories",20.01,12,16.4600,456.7600,"2026-05-05 19:38:10",15:48:00,UPI,253.01,4.761904716,21.7600,5.7,Afternoon,Tuesday,May,Bad
382-03-4532,Baner,Pune,Maharashtra,Prime,Female,"Lip Balm","Health and beauty",18.33,1,0.7400,29.6800,"2026-01-26 21:18:49",18:50:00,Cash,18.33,4.761904716,1.4000,4.3,Evening,Monday,January,Bad
382-25-8917,Powai,Mumbai,Telangana,Elite,Male,Handbag,"Fashion accessories",42.08,6,19.0100,398.9600,"2026-03-27 12:14:16",12:25:00,Cash,292.28,4.761904716,19.0100,8.9,Afternoon,Friday,March,Bad
384-59-6655,Andheri,Mumbai,Maharashtra,Basic,Female,"Lay's Chips","Food and beverages",98.66,7,53.8600,1130.9700,"2026-11-05 16:41:43",15:07:00,Cash,828.55,4.761904716,53.8600,8.4,Afternoon,Thursday,November,Good
386-27-7606,Gachibowli,Hyderabad,Maharashtra,Elite,Female,"Table Lamp","Home and lifestyle",81.20,12,51.8000,1087.7100,"2026-12-11 15:04:23",15:59:00,"Credit card",1035.91,4.761904716,51.8000,8.1,Afternoon,Friday,December,Good
387-49-4215,Indiranagar,Bangalore,Telangana,Prime,Female,"Yoga Mat","Sports and travel",48.50,3,12.1300,254.6600,"2026-04-24 16:07:55",12:50:00,Cash,168.44,4.761904716,12.1300,6.7,Afternoon,Friday,April,Bad
388-76-2555,Gachibowli,Hyderabad,Karnataka,Elite,Male,"Cricket Bat","Sports and travel",13.69,9,5.7700,121.1700,"2026-06-05 02:50:56",13:59:00,Cash,115.40,4.761904716,5.7700,6.3,Afternoon,Friday,June,Bad
389-25-3394,Indiranagar,Bangalore,Maharashtra,Basic,Male,"USB Flash Drive","Electronic accessories",11.81,7,6.4100,269.3800,"2026-04-25 04:56:34",18:06:00,Cash,68.36,4.761904716,12.8100,8.2,Evening,Saturday,April,Bad
389-70-2397,Powai,Mumbai,Maharashtra,Elite,Female,"Body Lotion","Health and beauty",83.66,5,27.1900,611.6400,"2026-02-03 20:16:28",10:26:00,Cash,418.30,4.761904716,29.1200,7.2,Morning,Tuesday,February,Good
390-17-5806,Indiranagar,Bangalore,Maharashtra,Basic,Female,"Oreo Biscuits","Food and beverages",38.42,1,3.3500,101.4500,"2026-12-12 04:43:50",16:33:00,Cash,35.86,4.761904716,4.8400,8.6,Evening,Saturday,December,Bad
390-31-6381,Gachibowli,Hyderabad,Telangana,Prime,Male,Coca-Cola,"Food and beverages",27.22,4,4.9000,102.8900,"2026-02-23 03:24:40",12:37:00,Cash,97.99,4.761904716,4.9000,7.3,Afternoon,Monday,February,Bad
390-80-5128,Rohini,Delhi,Maharashtra,Basic,Female,"Lip Balm","Health and beauty",19.15,1,2.2600,90.0500,"2026-04-09 22:14:09",17:58:00,UPI,34.65,4.761904716,4.3000,9.5,Evening,Thursday,April,Bad
393-65-2792,Gachibowli,Hyderabad,Karnataka,Elite,Male,"Oreo Biscuits","Food and beverages",89.48,10,41.7500,876.7000,"2026-10-27 07:47:03",12:46:00,"Credit card",834.95,4.761904716,41.7500,9.6,Afternoon,Tuesday,October,Good
394-30-3170,Kharadi,Pune,Telangana,Elite,Female,"Gym Bag","Sports and travel",88.43,10,37.2400,1126.3500,"2026-02-28 19:46:33",19:35:00,Cash,707.44,4.761904716,53.6400,4.3,Evening,Saturday,February,Good
