invoice_id,branch,city,customer_type,gender,product_name,product_line,unit_price,quantity,vat,total,date,time,payment,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name,product_category
300-71-4605,Kharadi,Pune,Basic,Male,USB Flash Drive,Electronic accessories,86.04,5,21.51,451.71,2019-02-25 0:00:00,11:24:00,Ewallet,430.2,4.761904716,21.51,4.8,Morning,Monday,February,Good
301-11-9629,Kharadi,Pune,Basic,Female,Gym Bag,Sports and travel,19.1,7,6.685,140.385,2019-01-15 0:00:00,10:43:00,Cash,133.7,4.761904716,6.685,9.7,Morning,Tuesday,January,Bad
301-81-8610,Powai,Mumbai,Prime,Male,Wrist Watch,Fashion accessories,25.42,8,10.168,213.528,2019-03-19 0:00:00,19:42:00,Credit card,203.36,4.761904716,10.168,6.7,Evening,Tuesday,March,Bad
302-15-2162,Hinjawadi,Pune,Basic,Male,Body Lotion,Health and beauty,46.53,6,13.959,293.139,2019-03-03 0:00:00,10:54:00,Credit card,279.18,4.761904716,13.959,4.3,Morning,Sunday,March,Bad
303-96-2227,Baner,Pune,Basic,Female,Wall Clock,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02 0:00:00,17:16:00,Ewallet,973.8,4.761904716,48.69,4.4,Evening,Saturday,March,Good
305-03-2383,Connaught Place,Delhi,Elite,Female,Tropicana Juice,Food and beverages,67.1,3,10.065,211.365,2019-02-15 0:00:00,10:36:00,Cash,201.3,4.761904716,10.065,7.5,Morning,Friday,February,Bad
305-14-0245,Hitech City,Hyderabad,Basic,Female,Wall Clock,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03 0:00:00,19:00:00,Ewallet,755.92,4.761904716,37.796,7.5,Evening,Sunday,March,Good
305-18-3552,Powai,Mumbai,Prime,Male,Table Lamp,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12 0:00:00,16:19:00,Cash,603.8,4.761904716,30.19,6,Evening,Tuesday,February,Good
305-89-2768,Saket,Delhi,Basic,Female,Bedsheet,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09 0:00:00,18:43:00,Ewallet,65.7,4.761904716,3.285,4.7,Evening,Wednesday,January,Bad
307-04-2070,Koramangala,Bangalore,Prime,Female,Leather Wallet,Fashion accessories,30.62,1,1.531,32.151,2019-02-05 0:00:00,14:14:00,Credit card,30.62,4.761904716,1.531,4.1,Afternoon,Tuesday,February,Bad
307-83-9164,Baner,Pune,Prime,Male,Bedsheet,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25 0:00:00,15:54:00,Cash,240.04,4.761904716,12.002,4.5,Afternoon,Friday,January,Bad
307-85-2293,Hitech City,Hyderabad,Elite,Male,Wall Clock,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07 0:00:00,13:58:00,Ewallet,251.4,4.761904716,12.57,9.7,Afternoon,Thursday,March,Bad
308-39-1707,Andheri,Mumbai,Basic,Female,Leather Wallet,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26 0:00:00,18:19:00,Credit card,12.09,4.761904716,0.6045,8.2,Evening,Saturday,January,Bad
308-47-4913,Gachibowli,Hyderabad,Prime,Female,Football,Sports and travel,52.26,10,26.13,548.73,2019-03-09 0:00:00,12:45:00,Credit card,522.6,4.761904716,26.13,6.2,Afternoon,Saturday,March,Good
308-81-0538,Hinjawadi,Pune,Basic,Female,Handbag,Fashion accessories,73.05,4,14.61,306.81,2019-02-25 0:00:00,17:16:00,Credit card,292.2,4.761904716,14.61,4.9,Evening,Monday,February,Bad
311-13-6971,Hitech City,Hyderabad,Prime,Male,Gym Bag,Sports and travel,31.99,10,15.995,335.895,2019-02-20 0:00:00,15:18:00,Credit card,319.9,4.761904716,15.995,9.9,Afternoon,Wednesday,February,Good
313-66-9943,Hitech City,Hyderabad,Basic,Female,Coca-Cola,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27 0:00:00,20:29:00,Credit card,87.45,4.761904716,4.3725,7.3,Evening,Wednesday,March,Bad
314-23-4520,Andheri,Mumbai,Elite,Male,Face Wash,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15 0:00:00,20:44:00,Cash,568.61,4.761904716,28.4305,9,Evening,Tuesday,January,Good
315-22-5665,Hinjawadi,Pune,Prime,Female,Storage Basket,Home and lifestyle,73.56,10,36.78,772.38,2019-02-24 0:00:00,11:38:00,Ewallet,735.6,4.761904716,36.78,8,Morning,Sunday,February,Good
316-01-3952,Koramangala,Bangalore,Basic,Female,Coca-Cola,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13 0:00:00,14:16:00,Ewallet,271.35,4.761904716,13.5675,4.6,Afternoon,Wednesday,March,Bad
316-55-4634,Hitech City,Hyderabad,Basic,Male,Coca-Cola,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26 0:00:00,12:45:00,Credit card,400.25,4.761904716,20.0125,9.4,Afternoon,Saturday,January,Good
316-66-3011,Powai,Mumbai,Elite,Female,Oreo Biscuits,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23 0:00:00,12:35:00,Cash,428.67,4.761904716,21.4335,5,Afternoon,Wednesday,January,Good
316-68-6352,Andheri,Mumbai,Elite,Female,Nescafe Coffee,Food and beverages,36.36,2,3.636,76.356,2019-01-21 0:00:00,10:00:00,Cash,72.72,4.761904716,3.636,7.1,Morning,Monday,January,Bad
318-12-0304,Kharadi,Pune,Elite,Male,Leather Wallet,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23 0:00:00,12:20:00,Ewallet,30.61,4.761904716,1.5305,5.2,Afternoon,Wednesday,January,Bad
318-68-5053,Powai,Mumbai,Elite,Female,Lip Balm,Health and beauty,76.99,6,23.097,485.037,2019-02-27 0:00:00,17:55:00,Cash,461.94,4.761904716,23.097,6.1,Evening,Wednesday,February,Good
318-81-2368,Kharadi,Pune,Prime,Female,Mechanical Keyboard,Electronic accessories,46.2,1,2.31,48.51,2019-03-19 0:00:00,12:16:00,Cash,46.2,4.761904716,2.31,6.3,Afternoon,Tuesday,March,Bad
319-50-3348,Saket,Delhi,Basic,Female,Bedsheet,Home and lifestyle,40.3,2,4.03,84.63,2019-03-11 0:00:00,15:30:00,Ewallet,80.6,4.761904716,4.03,4.4,Afternoon,Monday,March,Bad
319-74-2561,Baner,Pune,Elite,Female,USB Flash Drive,Electronic accessories,94.64,3,14.196,298.116,2019-02-21 0:00:00,16:55:00,Cash,283.92,4.761904716,14.196,5.5,Evening,Thursday,February,Bad
320-32-8842,Andheri,Mumbai,Basic,Female,Oreo Biscuits,Food and beverages,22.62,1,1.131,23.751,2019-03-17 0:00:00,18:58:00,Cash,22.62,4.761904716,1.131,6.4,Evening,Sunday,March,Bad
320-49-6392,Connaught Place,Delhi,Elite,Female,USB Flash Drive,Electronic accessories,30.24,1,1.512,31.752,2019-03-04 0:00:00,15:44:00,Cash,30.24,4.761904716,1.512,8.4,Afternoon,Monday,March,Bad
320-85-2052,Gachibowli,Hyderabad,Prime,Female,Football,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14 0:00:00,10:11:00,Credit card,34.81,4.761904716,1.7405,7,Morning,Monday,January,Bad
321-49-7382,Andheri,Mumbai,Prime,Male,Football,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15 0:00:00,17:38:00,Credit card,88.31,4.761904716,4.4155,5.2,Evening,Friday,February,Bad
322-02-2271,Whitefield,Bangalore,Elite,Female,Cricket Bat,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03 0:00:00,11:46:00,Cash,128.91,4.761904716,6.4455,9.3,Morning,Sunday,February,Bad
324-41-6833,Powai,Mumbai,Prime,Female,Power Bank,Electronic accessories,30.2,8,12.08,253.68,2019-03-03 0:00:00,19:30:00,Ewallet,241.6,4.761904716,12.08,5.1,Evening,Sunday,March,Bad
324-92-3863,Whitefield,Bangalore,Basic,Male,USB Flash Drive,Electronic accessories,20.89,2,2.089,43.869,2019-02-05 0:00:00,18:45:00,Cash,41.78,4.761904716,2.089,9.8,Evening,Tuesday,February,Bad
325-77-6186,Saket,Delhi,Prime,Female,Storage Basket,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08 0:00:00,10:53:00,Ewallet,906.5,4.761904716,45.325,7.3,Morning,Friday,March,Good
325-89-4209,Hitech City,Hyderabad,Prime,Male,Oreo Biscuits,Food and beverages,87.9,1,4.395,92.295,2019-02-05 0:00:00,19:42:00,Ewallet,87.9,4.761904716,4.395,6.7,Evening,Tuesday,February,Bad
325-90-8763,Koramangala,Bangalore,Basic,Female,Mechanical Keyboard,Electronic accessories,46.57,10,23.285,488.985,2019-01-27 0:00:00,13:58:00,Cash,465.7,4.761904716,23.285,7.6,Afternoon,Sunday,January,Good
326-71-2155,Hinjawadi,Pune,Basic,Female,Yoga Mat,Sports and travel,73.95,4,14.79,310.59,2019-02-03 0:00:00,10:02:00,Cash,295.8,4.761904716,14.79,6.1,Morning,Sunday,February,Bad
326-78-5178,Powai,Mumbai,Prime,Male,Oreo Biscuits,Food and beverages,91.4,7,31.99,671.79,2019-02-03 0:00:00,10:19:00,Cash,639.8,4.761904716,31.99,9.5,Morning,Sunday,February,Good
327-40-9673,Whitefield,Bangalore,Elite,Male,Cricket Bat,Sports and travel,72.6,6,21.78,457.38,2019-01-13 0:00:00,19:51:00,Cash,435.6,4.761904716,21.78,6.9,Evening,Sunday,January,Good
329-62-1586,Banjara Hills,Hyderabad,Elite,Male,Oreo Biscuits,Food and beverages,54.67,3,8.2005,172.2105,2019-01-21 0:00:00,18:00:00,Credit card,164.01,4.761904716,8.2005,8.6,Evening,Monday,January,Bad
333-23-2632,Indiranagar,Bangalore,Elite,Male,Sunscreen,Health and beauty,10.08,7,3.528,74.088,2019-03-28 0:00:00,20:14:00,Cash,70.56,4.761904716,3.528,4.2,Evening,Thursday,March,Bad
333-73-7901,Hinjawadi,Pune,Prime,Female,Face Wash,Health and beauty,54.92,8,21.968,461.328,2019-03-23 0:00:00,13:24:00,Ewallet,439.36,4.761904716,21.968,7.6,Afternoon,Saturday,March,Good
334-64-2006,Powai,Mumbai,Prime,Female,Table Lamp,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24 0:00:00,14:22:00,Ewallet,140.64,4.761904716,7.032,9.6,Afternoon,Sunday,March,Bad
336-78-2147,Indiranagar,Bangalore,Prime,Male,Bedsheet,Home and lifestyle,63.91,8,25.564,536.844,2019-03-13 0:00:00,19:52:00,Credit card,511.28,4.761904716,25.564,4.6,Evening,Wednesday,March,Good
338-65-2210,Bandra,Mumbai,Prime,Female,Body Lotion,Health and beauty,68.6,10,34.3,720.3,2019-02-05 0:00:00,19:57:00,Cash,686,4.761904716,34.3,9.1,Evening,Tuesday,February,Good
339-12-4827,Bandra,Mumbai,Elite,Female,Wrist Watch,Fashion accessories,73.96,1,3.698,77.658,2019-01-05 0:00:00,11:32:00,Credit card,73.96,4.761904716,3.698,5,Morning,Saturday,January,Bad
339-18-7061,Kharadi,Pune,Prime,Female,Sunglasses,Fashion accessories,92.98,2,9.298,195.258,2019-02-13 0:00:00,15:06:00,Credit card,185.96,4.761904716,9.298,8,Afternoon,Wednesday,February,Bad
339-38-9982,Rohini,Delhi,Prime,Male,Sunglasses,Fashion accessories,59.86,2,5.986,125.706,2019-01-13 0:00:00,14:55:00,Ewallet,119.72,4.761904716,5.986,6.7,Afternoon,Sunday,January,Bad
339-96-8318,Bandra,Mumbai,Elite,Male,Wrist Watch,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01 0:00:00,19:49:00,Ewallet,569.17,4.761904716,28.4585,6.3,Evening,Friday,March,Good
340-21-9136,Whitefield,Bangalore,Basic,Female,Yoga Mat,Sports and travel,40.05,4,8.01,168.21,2019-01-25 0:00:00,11:40:00,Cash,160.2,4.761904716,8.01,9.7,Morning,Friday,January,Bad
340-66-0321,Powai,Mumbai,Basic,Male,Bluetooth Speaker,Electronic accessories,36.36,4,7.272,152.712,2019-03-25 0:00:00,13:07:00,Cash,145.44,4.761904716,7.272,7.6,Afternoon,Monday,March,Bad
342-65-4817,Kharadi,Pune,Elite,Male,Face Wash,Health and beauty,86.8,3,13.02,273.42,2019-01-28 0:00:00,16:47:00,Ewallet,260.4,4.761904716,13.02,9.9,Evening,Monday,January,Bad
343-61-3544,Connaught Place,Delhi,Prime,Male,Cricket Bat,Sports and travel,26.67,10,13.335,280.035,2019-01-29 0:00:00,11:48:00,Cash,266.7,4.761904716,13.335,8.6,Morning,Tuesday,January,Bad
343-75-9322,Indiranagar,Bangalore,Basic,Female,Travel Backpack,Sports and travel,11.85,8,4.74,99.54,2019-01-09 0:00:00,16:34:00,Cash,94.8,4.761904716,4.74,4.1,Evening,Wednesday,January,Bad
343-87-0864,Powai,Mumbai,Prime,Male,Shampoo,Health and beauty,75.88,1,3.794,79.674,2019-01-03 0:00:00,10:30:00,Credit card,75.88,4.761904716,3.794,7.1,Morning,Thursday,January,Bad
345-08-4992,Banjara Hills,Hyderabad,Elite,Male,Wall Clock,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08 0:00:00,15:37:00,Credit card,203.94,4.761904716,10.197,7.7,Afternoon,Friday,March,Bad
345-68-9016,Powai,Mumbai,Elite,Female,Yoga Mat,Sports and travel,31.67,8,12.668,266.028,2019-01-02 0:00:00,16:19:00,Credit card,253.36,4.761904716,12.668,5.6,Evening,Wednesday,January,Bad
346-12-3257,Andheri,Mumbai,Prime,Male,Bluetooth Speaker,Electronic accessories,19.24,9,8.658,181.818,2019-03-04 0:00:00,16:28:00,Cash,173.16,4.761904716,8.658,8,Evening,Monday,March,Bad
346-84-3103,Banjara Hills,Hyderabad,Basic,Female,Wireless Mouse,Electronic accessories,13.22,5,3.305,69.405,2019-03-02 0:00:00,19:26:00,Cash,66.1,4.761904716,3.305,4.3,Evening,Saturday,March,Bad
347-34-2234,Powai,Mumbai,Elite,Female,Football,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03 0:00:00,13:40:00,Ewallet,495.63,4.761904716,24.7815,9.9,Afternoon,Sunday,February,Good
347-56-2442,Kharadi,Pune,Prime,Male,Storage Basket,Home and lifestyle,65.82,1,3.291,69.111,2019-02-22 0:00:00,15:33:00,Cash,65.82,4.761904716,3.291,4.1,Afternoon,Friday,February,Bad
347-72-6115,Andheri,Mumbai,Elite,Female,Cricket Bat,Sports and travel,90.74,7,31.759,666.939,2019-01-16 0:00:00,18:03:00,Credit card,635.18,4.761904716,31.759,6.2,Evening,Wednesday,January,Good
349-97-8902,Whitefield,Bangalore,Elite,Male,Lay's Chips,Food and beverages,57.89,2,5.789,121.569,2019-01-17 0:00:00,10:37:00,Ewallet,115.78,4.761904716,5.789,8.9,Morning,Thursday,January,Bad
351-62-0822,Rohini,Delhi,Basic,Female,Handbag,Fashion accessories,14.48,4,2.896,60.816,2019-02-06 0:00:00,18:07:00,Ewallet,57.92,4.761904716,2.896,4.5,Evening,Wednesday,February,Bad
354-25-5821,Hitech City,Hyderabad,Elite,Female,Cricket Bat,Sports and travel,69.12,6,20.736,435.456,2019-02-08 0:00:00,13:03:00,Cash,414.72,4.761904716,20.736,5.6,Afternoon,Friday,February,Good
354-39-5160,Baner,Pune,Prime,Female,Storage Basket,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18 0:00:00,15:39:00,Cash,206.52,4.761904716,10.326,9.8,Afternoon,Monday,February,Bad
355-34-6244,Gachibowli,Hyderabad,Elite,Male,Coca-Cola,Food and beverages,72.39,2,7.239,152.019,2019-01-13 0:00:00,19:55:00,Credit card,144.78,4.761904716,7.239,8.1,Evening,Sunday,January,Bad
355-53-5943,Powai,Mumbai,Prime,Female,USB Flash Drive,Electronic accessories,68.84,6,20.652,433.692,2019-02-25 0:00:00,14:36:00,Ewallet,413.04,4.761904716,20.652,5.8,Afternoon,Monday,February,Good
356-44-8813,Gachibowli,Hyderabad,Prime,Male,Coffee Mug,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20 0:00:00,13:45:00,Credit card,112.44,4.761904716,5.622,7.7,Afternoon,Sunday,January,Bad
358-88-9262,Saket,Delhi,Elite,Female,Nescafe Coffee,Food and beverages,87.48,6,26.244,551.124,2019-02-01 0:00:00,18:43:00,Ewallet,524.88,4.761904716,26.244,5.1,Evening,Friday,February,Good
359-90-3665,Baner,Pune,Elite,Female,Baseball Cap,Fashion accessories,18.08,4,3.616,75.936,2019-01-14 0:00:00,18:03:00,Credit card,72.32,4.761904716,3.616,9.5,Evening,Monday,January,Bad
359-94-5395,Banjara Hills,Hyderabad,Prime,Male,Body Lotion,Health and beauty,92.78,1,4.639,97.419,2019-03-15 0:00:00,10:50:00,Credit card,92.78,4.761904716,4.639,9.8,Morning,Friday,March,Bad
360-39-5055,Saket,Delhi,Elite,Male,Yoga Mat,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09 0:00:00,10:17:00,Cash,244.55,4.761904716,12.2275,6.6,Morning,Saturday,March,Bad
361-59-0574,Connaught Place,Delhi,Prime,Male,Yoga Mat,Sports and travel,90.53,8,36.212,760.452,2019-03-15 0:00:00,14:48:00,Credit card,724.24,4.761904716,36.212,6.5,Afternoon,Friday,March,Good
361-85-2571,Whitefield,Bangalore,Prime,Female,Gym Bag,Sports and travel,89.48,5,22.37,469.77,2019-03-30 0:00:00,10:18:00,Cash,447.4,4.761904716,22.37,7.4,Morning,Saturday,March,Good
362-58-8315,Indiranagar,Bangalore,Prime,Male,Handbag,Fashion accessories,76.52,5,19.13,401.73,2019-03-25 0:00:00,10:23:00,Cash,382.6,4.761904716,19.13,9.9,Morning,Monday,March,Good
364-33-8584,Powai,Mumbai,Elite,Female,Tropicana Juice,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08 0:00:00,15:27:00,Cash,88.15,4.761904716,4.4075,8.5,Afternoon,Friday,March,Bad
364-34-2972,Bandra,Mumbai,Prime,Male,Bluetooth Speaker,Electronic accessories,96.82,3,14.523,304.983,2019-03-30 0:00:00,20:37:00,Cash,290.46,4.761904716,14.523,6.7,Evening,Saturday,March,Bad
365-16-4334,Whitefield,Bangalore,Basic,Female,Coca-Cola,Food and beverages,26.43,8,10.572,222.012,2019-02-24 0:00:00,14:26:00,Ewallet,211.44,4.761904716,10.572,8.9,Afternoon,Sunday,February,Bad
365-64-0515,Koramangala,Bangalore,Prime,Female,Mechanical Keyboard,Electronic accessories,46.95,5,11.7375,246.4875,2019-02-12 0:00:00,10:25:00,Ewallet,234.75,4.761904716,11.7375,7.1,Morning,Tuesday,February,Bad
366-43-6862,Bandra,Mumbai,Elite,Male,Power Bank,Electronic accessories,52.89,4,10.578,222.138,2019-03-25 0:00:00,16:32:00,Ewallet,211.56,4.761904716,10.578,6.7,Evening,Monday,March,Bad
366-93-0948,Gachibowli,Hyderabad,Prime,Male,Power Bank,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31 0:00:00,10:46:00,Credit card,66.35,4.761904716,3.3175,9.7,Morning,Thursday,January,Bad
369-82-2676,Powai,Mumbai,Prime,Male,Bluetooth Speaker,Electronic accessories,75.66,5,18.915,397.215,2019-01-15 0:00:00,18:22:00,Ewallet,378.3,4.761904716,18.915,7.8,Evening,Tuesday,January,Good
370-41-7321,Connaught Place,Delhi,Elite,Male,Lip Balm,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27 0:00:00,17:24:00,Credit card,510.21,4.761904716,25.5105,8.4,Evening,Wednesday,February,Good
370-96-0655,Gachibowli,Hyderabad,Elite,Female,Leather Wallet,Fashion accessories,49.32,6,14.796,310.716,2019-01-09 0:00:00,13:46:00,Ewallet,295.92,4.761904716,14.796,7.1,Afternoon,Wednesday,January,Bad
371-85-5789,Gachibowli,Hyderabad,Basic,Male,Lip Balm,Health and beauty,87.98,3,13.197,277.137,2019-03-05 0:00:00,10:40:00,Ewallet,263.94,4.761904716,13.197,5.1,Morning,Tuesday,March,Bad
372-26-1506,Powai,Mumbai,Prime,Female,Baseball Cap,Fashion accessories,23.82,5,5.955,125.055,2019-01-28 0:00:00,19:24:00,Ewallet,119.1,4.761904716,5.955,5.4,Evening,Monday,January,Bad
372-62-5264,Gachibowli,Hyderabad,Elite,Female,Tropicana Juice,Food and beverages,52.6,9,23.67,497.07,2019-01-16 0:00:00,14:42:00,Cash,473.4,4.761904716,23.67,7.6,Afternoon,Wednesday,January,Good
372-94-8041,Kharadi,Pune,Elite,Male,Sunscreen,Health and beauty,15.26,6,4.578,96.138,2019-02-15 0:00:00,18:03:00,Ewallet,91.56,4.761904716,4.578,9.8,Evening,Friday,February,Bad
373-09-4567,Indiranagar,Bangalore,Elite,Male,Coca-Cola,Food and beverages,77.56,10,38.78,814.38,2019-03-14 0:00:00,20:35:00,Ewallet,775.6,4.761904716,38.78,6.9,Evening,Thursday,March,Good
373-14-0504,Hitech City,Hyderabad,Prime,Female,Cricket Bat,Sports and travel,71.63,2,7.163,150.423,2019-02-12 0:00:00,14:33:00,Ewallet,143.26,4.761904716,7.163,8.8,Afternoon,Tuesday,February,Bad
373-73-7910,Andheri,Mumbai,Basic,Male,Travel Backpack,Sports and travel,86.31,7,30.2085,634.3785,2019-02-08 0:00:00,10:37:00,Ewallet,604.17,4.761904716,30.2085,5.3,Morning,Friday,February,Good
373-88-1424,Rohini,Delhi,Basic,Male,Table Lamp,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06 0:00:00,18:44:00,Ewallet,179.05,4.761904716,8.9525,7.9,Evening,Wednesday,February,Bad
374-17-3652,Indiranagar,Bangalore,Basic,Female,Oreo Biscuits,Food and beverages,42.82,9,19.269,404.649,2019-02-05 0:00:00,15:26:00,Credit card,385.38,4.761904716,19.269,8.9,Afternoon,Tuesday,February,Good
374-38-5555,Gachibowli,Hyderabad,Prime,Female,Leather Wallet,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07 0:00:00,19:30:00,Ewallet,318.55,4.761904716,15.9275,8.5,Evening,Thursday,February,Good
375-72-3056,Andheri,Mumbai,Prime,Male,Cricket Bat,Sports and travel,63.06,3,9.459,198.639,2019-01-19 0:00:00,15:58:00,Ewallet,189.18,4.761904716,9.459,7,Afternoon,Saturday,January,Bad
376-02-8238,Kharadi,Pune,Prime,Male,Storage Basket,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02 0:00:00,18:42:00,Credit card,750.96,4.761904716,37.548,8.3,Evening,Saturday,February,Good
376-56-3573,Hinjawadi,Pune,Prime,Female,Leather Wallet,Fashion accessories,95.42,4,19.084,400.764,2019-02-02 0:00:00,13:23:00,Ewallet,381.68,4.761904716,19.084,6.4,Afternoon,Saturday,February,Good
377-79-7592,Indiranagar,Bangalore,Basic,Female,Power Bank,Electronic accessories,44.84,9,20.178,423.738,2019-01-14 0:00:00,14:00:00,Credit card,403.56,4.761904716,20.178,7.5,Afternoon,Monday,January,Good
378-07-7001,Saket,Delhi,Basic,Male,USB Flash Drive,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10 0:00:00,18:23:00,Credit card,144.27,4.761904716,7.2135,7.8,Evening,Sunday,February,Bad
378-24-2715,Powai,Mumbai,Basic,Male,Bedsheet,Home and lifestyle,53.44,2,5.344,112.224,2019-01-20 0:00:00,20:38:00,Ewallet,106.88,4.761904716,5.344,4.1,Evening,Sunday,January,Bad
379-17-6588,Kharadi,Pune,Basic,Male,Handbag,Fashion accessories,59.61,10,29.805,625.905,2019-03-14 0:00:00,11:07:00,Cash,596.1,4.761904716,29.805,5.3,Morning,Thursday,March,Good
380-60-5336,Powai,Mumbai,Elite,Female,USB Flash Drive,Electronic accessories,40.26,10,20.13,422.73,2019-02-24 0:00:00,18:06:00,Credit card,402.6,4.761904716,20.13,5,Evening,Sunday,February,Good
380-94-4661,Saket,Delhi,Elite,Male,USB Flash Drive,Electronic accessories,65.94,4,13.188,276.948,2019-02-07 0:00:00,13:05:00,Credit card,263.76,4.761904716,13.188,6.9,Afternoon,Thursday,February,Bad
381-20-0914,Kharadi,Pune,Prime,Female,Wrist Watch,Fashion accessories,20.01,9,9.0045,189.0945,2019-01-12 0:00:00,15:48:00,Credit card,180.09,4.761904716,9.0045,5.7,Afternoon,Saturday,January,Bad
382-03-4532,Saket,Delhi,Prime,Female,Body Lotion,Health and beauty,18.33,1,0.9165,19.2465,2019-02-02 0:00:00,18:50:00,Cash,18.33,4.761904716,0.9165,4.3,Evening,Saturday,February,Bad
382-25-8917,Koramangala,Bangalore,Elite,Male,Handbag,Fashion accessories,42.08,6,12.624,265.104,2019-01-29 0:00:00,12:25:00,Cash,252.48,4.761904716,12.624,8.9,Afternoon,Tuesday,January,Bad
384-59-6655,Connaught Place,Delhi,Basic,Female,Coca-Cola,Food and beverages,98.66,9,44.397,932.337,2019-02-19 0:00:00,15:07:00,Cash,887.94,4.761904716,44.397,8.4,Afternoon,Tuesday,February,Good
386-27-7606,Rohini,Delhi,Elite,Female,Coffee Mug,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23 0:00:00,15:59:00,Credit card,568.4,4.761904716,28.42,8.1,Afternoon,Saturday,March,Good
387-49-4215,Gachibowli,Hyderabad,Prime,Female,Gym Bag,Sports and travel,48.5,3,7.275,152.775,2019-01-08 0:00:00,12:50:00,Cash,145.5,4.761904716,7.275,6.7,Afternoon,Tuesday,January,Bad
388-76-2555,Banjara Hills,Hyderabad,Elite,Male,Travel Backpack,Sports and travel,13.69,6,4.107,86.247,2019-02-13 0:00:00,13:59:00,Cash,82.14,4.761904716,4.107,6.3,Afternoon,Wednesday,February,Bad
389-25-3394,Hinjawadi,Pune,Basic,Male,Wireless Mouse,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17 0:00:00,18:06:00,Cash,59.05,4.761904716,2.9525,9.4,Evening,Sunday,February,Bad
389-70-2397,Hinjawadi,Pune,Elite,Female,Sunscreen,Health and beauty,83.66,5,20.915,439.215,2019-02-21 0:00:00,10:26:00,Cash,418.3,4.761904716,20.915,7.2,Morning,Thursday,February,Good
390-17-5806,Gachibowli,Hyderabad,Basic,Female,Lay's Chips,Food and beverages,38.42,1,1.921,40.341,2019-02-02 0:00:00,16:33:00,Cash,38.42,4.761904716,1.921,8.6,Evening,Saturday,February,Bad
390-31-6381,Rohini,Delhi,Prime,Male,Coca-Cola,Food and beverages,27.22,3,4.083,85.743,2019-01-07 0:00:00,12:37:00,Cash,81.66,4.761904716,4.083,7.3,Afternoon,Monday,January,Bad
390-80-5128,Indiranagar,Bangalore,Basic,Female,Sunscreen,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28 0:00:00,17:58:00,Credit card,19.15,4.761904716,0.9575,9.5,Evening,Monday,January,Bad
393-65-2792,Connaught Place,Delhi,Elite,Male,Oreo Biscuits,Food and beverages,89.48,10,44.74,939.54,2019-01-06 0:00:00,12:46:00,Credit card,894.8,4.761904716,44.74,9.6,Afternoon,Sunday,January,Good
394-30-3170,Andheri,Mumbai,Elite,Female,Yoga Mat,Sports and travel,88.43,8,35.372,742.812,2019-03-22 0:00:00,19:35:00,Credit card,707.44,4.761904716,35.372,4.3,Evening,Friday,March,Good
394-41-0748,Banjara Hills,Hyderabad,Elite,Female,Sunglasses,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27 0:00:00,14:55:00,Ewallet,486.63,4.761904716,24.3315,9.5,Afternoon,Sunday,January,Good
394-43-4238,Banjara Hills,Hyderabad,Basic,Male,Wall Clock,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15 0:00:00,12:42:00,Credit card,88.85,4.761904716,4.4425,5.4,Afternoon,Friday,February,Bad
394-55-6384,Saket,Delhi,Basic,Female,Gym Bag,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25 0:00:00,13:38:00,Cash,631.71,4.761904716,31.5855,6.7,Afternoon,Friday,January,Good
